virus	temperature_celsius	medium	condition_id	halflife_minutes_median	halflife_minutes_q025	halflife_minutes_q975	halflife_minutes_formatted	halflife_seconds_median	halflife_seconds_q025	halflife_seconds_q975	halflife_seconds_formatted	time_to_lose_10_logs_10_median	time_to_lose_10_logs_10_q025	time_to_lose_10_logs_10_q975	time_to_lose_10_logs_10_formatted	log_halflife_prior_exp_loc	log_halflife_prior_exp_scale	intercept_mode_prior_loc	intercept_mode_prior_scale	intercept_sd_prior_loc	intercept_sd_prior_scale
H5N1_mountain_lion_isolate	63.0	milk	H5N1_mountain_lion_isolate-milk-63.0C	0.08066386950920945	0.0709941489830615	0.09336264307192979	0.08 [0.07, 0.09]	4.839832170552567	4.25964893898369	5.601758584315787	4.84 [4.26, 5.60]	2.6795957436497098	2.3583745807945107	3.1014398703358452	2.68 [2.36, 3.10]	10.0	20.0	5.0	0.5	0.0	0.05
