virus	temperature_celsius	medium	condition_id	halflife_minutes_median	halflife_minutes_q025	halflife_minutes_q975	halflife_minutes_formatted	halflife_seconds_median	halflife_seconds_q025	halflife_seconds_q975	halflife_seconds_formatted	time_to_lose_10_logs_10_median	time_to_lose_10_logs_10_q025	time_to_lose_10_logs_10_q975	time_to_lose_10_logs_10_formatted	log_halflife_prior_exp_loc	log_halflife_prior_exp_scale	intercept_mode_prior_loc	intercept_mode_prior_scale	intercept_sd_prior_loc	intercept_sd_prior_scale
H5N1_mountain_lion_isolate	63.0	milk	H5N1_mountain_lion_isolate-milk-63.0C	0.07369090141964009	0.05809519219856354	0.09669458721761297	0.07 [0.06, 0.10]	4.421454085178405	3.4857115319138123	5.801675233056778	4.42 [3.49, 5.80]	2.4479587576347743	1.9298805114228934	3.2121246590172494	2.45 [1.93, 3.21]	10.0	20.0	5.0	2.0	0.0	0.25
