virus	temperature_celsius	medium	condition_id	halflife_minutes_median	halflife_minutes_q025	halflife_minutes_q975	halflife_minutes_formatted	halflife_seconds_median	halflife_seconds_q025	halflife_seconds_q975	halflife_seconds_formatted	time_to_lose_10_logs_10_median	time_to_lose_10_logs_10_q025	time_to_lose_10_logs_10_q975	time_to_lose_10_logs_10_formatted	log_halflife_prior_exp_loc	log_halflife_prior_exp_scale	intercept_mode_prior_loc	intercept_mode_prior_scale	intercept_sd_prior_loc	intercept_sd_prior_scale
H5N1_mountain_lion_isolate	63.0	milk	H5N1_mountain_lion_isolate-milk-63.0C	0.07704757429462827	0.06754551040720966	0.08887557497076054	0.08 [0.07, 0.09]	4.622854457677696	4.05273062443258	5.332534498245632	4.62 [4.05, 5.33]	2.55946501692247	2.243813287052165	2.952382694446375	2.56 [2.24, 2.95]	10.0	20.0	4.0	1.0	0.0	0.05
