virus	temperature_celsius	medium	condition_id	halflife_minutes_median	halflife_minutes_q025	halflife_minutes_q975	halflife_minutes_formatted	halflife_seconds_median	halflife_seconds_q025	halflife_seconds_q975	halflife_seconds_formatted	time_to_lose_10_logs_10_median	time_to_lose_10_logs_10_q025	time_to_lose_10_logs_10_q975	time_to_lose_10_logs_10_formatted	log_halflife_prior_exp_loc	log_halflife_prior_exp_scale	intercept_mode_prior_loc	intercept_mode_prior_scale	intercept_sd_prior_loc	intercept_sd_prior_scale
H5N1_mountain_lion_isolate	63.0	milk	H5N1_mountain_lion_isolate-milk-63.0C	0.08567469382247211	0.06497676413834567	0.12296735061678027	0.09 [0.06, 0.12]	5.1404816293483275	3.8986058483007406	7.378041037006816	5.14 [3.90, 7.38]	2.846051724297429	2.1584813830604013	4.0848869676774715	2.85 [2.16, 4.08]	10.0	10.0	4.0	1.0	0.0	0.5
