max_rhat_param	max_rhat	min_ess_bulk_param	min_ess_bulk	min_ess_tail_param	min_ess_tail
log_titer_intercept[30]	1.00378	log_titer_intercept_loc[0]	1051.4941	log_titer_intercept_loc[0]	1574.83315
