	mcse_mean	mcse_sd	ess_bulk	ess_tail	r_hat
initial_log_titer[28]	0.01094	0.00774	1741.2279	2650.85249	1.00069
initial_log_titer[29]	0.01166	0.00825	1549.60128	2196.74173	1.00048
initial_log_titer[30]	0.02183	0.01544	3252.93499	2855.00939	1.00378
initial_log_titer[31]	0.02236	0.01582	3035.17918	2748.51026	1.00138
initial_log_titer[32]	0.0221	0.01587	2997.96008	2830.98364	1.00192
initial_log_titer[33]	0.02425	0.01715	2645.92109	2985.62499	0.99981
initial_log_titer[34]	0.02489	0.01801	2422.0255	2494.67511	1.00081
initial_log_titer[35]	0.02282	0.01614	2888.29677	2796.45239	1.00133
log_halflife[0]	0.00494	0.0035	1060.9206	1690.57078	1.00186
log_titer[0]	0.00465	0.00329	5720.08416	3201.16709	1.00076
log_titer[1]	0.00392	0.00277	4752.83012	3434.17395	0.99969
log_titer[2]	0.01336	0.01207	4104.2779	2627.11891	0.9999
log_titer[3]	0.15217	0.10763	1126.39669	1731.74251	1.00172
log_titer[4]	0.15258	0.10792	1149.1201	1844.2224	1.00216
log_titer[5]	0.15227	0.1077	1144.59227	1944.7395	1.00207
log_titer[6]	0.23771	0.16813	1085.97264	1785.25851	1.0018
log_titer[7]	0.23744	0.16794	1088.8311	1728.63208	1.00207
log_titer[8]	0.23577	0.16676	1104.87122	1833.5566	1.00183
log_titer[9]	0.00308	0.00217	7069.10613	2838.18307	1.00051
log_titer[10]	0.00841	0.00755	4998.99073	3237.4928	1.00072
log_titer[11]	0.00335	0.00237	6047.82952	3458.394	1.0004
log_titer[12]	0.00339	0.00239	6605.65996	3166.7408	1.00035
log_titer[13]	0.00328	0.00232	6187.64974	2738.40947	1.0005
log_titer[14]	0.00324	0.00229	6499.55587	3139.69599	1.00045
log_titer[15]	0.32292	0.2284	1071.99802	1755.0647	1.00192
log_titer[16]	0.32178	0.2276	1076.6579	1773.77543	1.00187
log_titer[17]	0.3223	0.22796	1071.42985	1707.07893	1.00192
log_titer[18]	0.01961	0.01533	3380.56508	3021.1275	1.00021
log_titer[19]	0.01974	0.01518	3048.87981	2918.48269	1.00099
log_titer[20]	0.01934	0.0149	3450.47068	2702.42625	1.00006
log_titer[21]	0.49144	0.3476	1066.47054	1730.03828	1.00188
log_titer[22]	0.49126	0.34746	1067.46063	1737.29583	1.00197
log_titer[23]	0.49001	0.34658	1075.83157	1769.98471	1.00194
log_titer[24]	0.03878	0.02743	1716.4782	2581.17445	1.00046
log_titer[25]	0.03829	0.02736	1767.00102	2851.76529	1.00128
log_titer[26]	0.03831	0.02709	1727.28068	2710.56616	1.00217
log_titer[27]	0.00367	0.00259	5873.48624	3210.15814	1.00211
log_titer[28]	0.00301	0.00213	7708.80397	3170.61361	0.99993
log_titer[29]	0.00341	0.00241	6310.3902	3071.24757	1.00064
log_titer[30]	0.06871	0.04905	1379.59354	1940.03979	1.00182
log_titer[31]	0.06878	0.04865	1337.4961	2172.8803	1.00129
log_titer[32]	0.07134	0.05062	1257.72652	2186.50108	1.00119
log_titer[33]	0.11048	0.07814	1187.07292	1977.38006	1.00231
log_titer[34]	0.11069	0.07829	1162.48612	1822.41036	1.00161
log_titer[35]	0.1117	0.079	1189.12488	1973.70065	1.00203
log_titer_intercept[0]	0.02491	0.01762	1172.54941	1688.9302	1.00174
log_titer_intercept[1]	0.02597	0.01837	1063.0966	1784.5242	1.00152
log_titer_intercept[2]	0.02591	0.01832	1612.71344	2333.92031	1.00135
log_titer_intercept[3]	0.02007	0.01444	3507.47622	2776.22107	1.00029
log_titer_intercept[4]	0.0234	0.01655	2731.49621	2772.58559	1.00193
log_titer_intercept[5]	0.02457	0.0176	2515.17621	2592.38235	0.99976
log_titer_intercept[6]	0.02185	0.01584	3040.19584	2487.80105	1.00168
log_titer_intercept[7]	0.02353	0.01664	2755.41287	2979.77309	1.0022
log_titer_intercept[8]	0.02312	0.01651	2681.08003	3060.61682	1.00074
log_titer_intercept[9]	0.01706	0.01206	1259.70944	2040.87904	1.00158
log_titer_intercept[10]	0.01974	0.01396	1664.1495	2371.4858	1.00071
log_titer_intercept[11]	0.01732	0.01225	1216.59933	1942.49414	1.00058
log_titer_intercept[12]	0.00663	0.00469	2641.92697	3071.77198	1.00081
log_titer_intercept[13]	0.00682	0.00483	2339.74669	2635.11385	1.00007
log_titer_intercept[14]	0.00664	0.00471	2427.1402	3162.76514	1.00065
log_titer_intercept[15]	0.02229	0.016	2900.00351	2990.41495	1.00305
log_titer_intercept[16]	0.02451	0.01733	2502.08836	2625.90551	1.00053
log_titer_intercept[17]	0.02271	0.01606	3049.82679	3038.36396	1.00154
log_titer_intercept[18]	0.02718	0.01922	1915.52256	2090.50821	1.00067
log_titer_intercept[19]	0.0257	0.01823	2114.96158	2540.75086	1.00097
log_titer_intercept[20]	0.02711	0.01917	1890.25098	2380.6339	1.0012
log_titer_intercept[21]	0.02224	0.01573	3003.11086	2680.44737	1.00049
log_titer_intercept[22]	0.02192	0.0155	3126.34259	3115.55916	1.0018
log_titer_intercept[23]	0.02243	0.01623	2935.32553	2781.13122	1.00096
log_titer_intercept[24]	0.02322	0.01642	2750.37067	2952.64028	1.00001
log_titer_intercept[25]	0.02198	0.01555	3194.19604	2833.94416	1.00001
log_titer_intercept[26]	0.02257	0.01596	3017.38741	3040.96981	0.99997
log_titer_intercept[27]	0.01192	0.00843	1500.55439	2596.42158	1.00167
log_titer_intercept[28]	0.01094	0.00774	1741.2279	2650.85249	1.00069
log_titer_intercept[29]	0.01166	0.00825	1549.60128	2196.74173	1.00048
log_titer_intercept[30]	0.02183	0.01544	3252.93499	2855.00939	1.00378
log_titer_intercept[31]	0.02236	0.01582	3035.17918	2748.51026	1.00138
log_titer_intercept[32]	0.0221	0.01587	2997.96008	2830.98364	1.00192
log_titer_intercept[33]	0.02425	0.01715	2645.92109	2985.62499	0.99981
log_titer_intercept[34]	0.02489	0.01801	2422.0255	2494.67511	1.00081
log_titer_intercept[35]	0.02282	0.01614	2888.29677	2796.45239	1.00133
log_titer_intercept_decentered[0]	0.0127	0.00898	1637.50432	2347.12287	1.00122
log_titer_intercept_decentered[1]	0.01465	0.0105	1351.11871	2006.67888	1.00192
log_titer_intercept_decentered[2]	0.01327	0.01026	2870.65742	2787.34268	1.00079
log_titer_intercept_decentered[3]	0.01411	0.01669	4866.9612	2804.98009	0.99976
log_titer_intercept_decentered[4]	0.01581	0.01555	4003.86322	3076.79424	1.00284
log_titer_intercept_decentered[5]	0.01442	0.01778	5004.26896	2809.45586	1.00008
log_titer_intercept_decentered[6]	0.0137	0.01582	5149.54131	3017.91054	1.00089
log_titer_intercept_decentered[7]	0.01485	0.01599	4560.7542	3109.47839	1.00145
log_titer_intercept_decentered[8]	0.01398	0.01578	4939.04439	3242.16789	1.00066
log_titer_intercept_decentered[9]	0.00941	0.00665	1912.47934	2710.98067	1.0005
log_titer_intercept_decentered[10]	0.01289	0.0092	2171.17393	2423.95116	1.00235
log_titer_intercept_decentered[11]	0.0097	0.00692	1793.06499	2175.26633	1.0015
log_titer_intercept_decentered[12]	0.01171	0.00828	1498.5997	2305.07329	1.00159
log_titer_intercept_decentered[13]	0.01147	0.00811	1499.10592	2320.53652	1.00065
log_titer_intercept_decentered[14]	0.01219	0.00862	1363.55827	2226.60712	1.00148
log_titer_intercept_decentered[15]	0.01401	0.01631	4950.91322	2895.78601	1.00167
log_titer_intercept_decentered[16]	0.01495	0.01649	4402.63499	3079.37	1.00114
log_titer_intercept_decentered[17]	0.01473	0.01557	4657.20358	3177.13284	1.0
log_titer_intercept_decentered[18]	0.01473	0.0135	3793.76662	2996.12345	1.00124
log_titer_intercept_decentered[19]	0.01414	0.01372	4025.99443	2654.08701	1.00038
log_titer_intercept_decentered[20]	0.01486	0.01503	3926.90996	2487.59013	1.0005
log_titer_intercept_decentered[21]	0.01354	0.01719	5505.39585	3026.04399	1.00147
log_titer_intercept_decentered[22]	0.01447	0.01615	4828.32701	3283.03092	1.00227
log_titer_intercept_decentered[23]	0.01394	0.01593	5225.55579	3426.11804	1.00038
log_titer_intercept_decentered[24]	0.01479	0.01568	4530.76548	2946.80899	0.9998
log_titer_intercept_decentered[25]	0.0142	0.01656	4922.81652	2763.89517	1.00001
log_titer_intercept_decentered[26]	0.01415	0.01674	5096.82892	3057.25485	1.00062
log_titer_intercept_decentered[27]	0.00996	0.0071	1949.59216	2229.61324	1.00255
log_titer_intercept_decentered[28]	0.0101	0.00714	1528.41907	2167.72422	1.001
log_titer_intercept_decentered[29]	0.00936	0.00662	1915.91521	2644.59318	1.00168
log_titer_intercept_decentered[30]	0.01394	0.01573	5301.9036	3235.99698	1.00158
log_titer_intercept_decentered[31]	0.0142	0.01638	4937.54631	3046.94603	1.00123
log_titer_intercept_decentered[32]	0.01458	0.0157	4589.39889	2965.79768	1.00068
log_titer_intercept_decentered[33]	0.01486	0.01528	4703.41868	3165.71526	1.00033
log_titer_intercept_decentered[34]	0.01432	0.01595	4937.40436	3241.58894	1.0022
log_titer_intercept_decentered[35]	0.0147	0.01714	4743.43171	2941.95312	0.99987
log_titer_intercept_loc[0]	0.0179	0.01266	1051.4941	1574.83315	1.00254
log_titer_intercept_scale[0]	0.00471	0.00333	1823.48523	2472.1126	1.00276
predicted_log_titer[0]	0.00465	0.00329	5720.08416	3201.16709	1.00076
predicted_log_titer[1]	0.00392	0.00277	4752.83012	3434.17395	0.99969
predicted_log_titer[2]	0.01336	0.01207	4104.2779	2627.11891	0.9999
predicted_log_titer[3]	0.15217	0.10763	1126.39669	1731.74251	1.00172
predicted_log_titer[4]	0.15258	0.10792	1149.1201	1844.2224	1.00216
predicted_log_titer[5]	0.15227	0.1077	1144.59227	1944.7395	1.00207
predicted_log_titer[6]	0.23771	0.16813	1085.97264	1785.25851	1.0018
predicted_log_titer[7]	0.23744	0.16794	1088.8311	1728.63208	1.00207
predicted_log_titer[8]	0.23577	0.16676	1104.87122	1833.5566	1.00183
predicted_log_titer[9]	0.00308	0.00217	7069.10613	2838.18307	1.00051
predicted_log_titer[10]	0.00841	0.00755	4998.99073	3237.4928	1.00072
predicted_log_titer[11]	0.00335	0.00237	6047.82952	3458.394	1.0004
predicted_log_titer[12]	0.00339	0.00239	6605.65996	3166.7408	1.00035
predicted_log_titer[13]	0.00328	0.00232	6187.64974	2738.40947	1.0005
predicted_log_titer[14]	0.00324	0.00229	6499.55587	3139.69599	1.00045
predicted_log_titer[15]	0.32292	0.2284	1071.99802	1755.0647	1.00192
predicted_log_titer[16]	0.32178	0.2276	1076.6579	1773.77543	1.00187
predicted_log_titer[17]	0.3223	0.22796	1071.42985	1707.07893	1.00192
predicted_log_titer[18]	0.01961	0.01533	3380.56508	3021.1275	1.00021
predicted_log_titer[19]	0.01974	0.01518	3048.87981	2918.48269	1.00099
predicted_log_titer[20]	0.01934	0.0149	3450.47068	2702.42625	1.00006
predicted_log_titer[21]	0.49144	0.3476	1066.47054	1730.03828	1.00188
predicted_log_titer[22]	0.49126	0.34746	1067.46063	1737.29583	1.00197
predicted_log_titer[23]	0.49001	0.34658	1075.83157	1769.98471	1.00194
predicted_log_titer[24]	0.03878	0.02743	1716.4782	2581.17445	1.00046
predicted_log_titer[25]	0.03829	0.02736	1767.00102	2851.76529	1.00128
predicted_log_titer[26]	0.03831	0.02709	1727.28068	2710.56616	1.00217
predicted_log_titer[27]	0.00367	0.00259	5873.48624	3210.15814	1.00211
predicted_log_titer[28]	0.00301	0.00213	7708.80397	3170.61361	0.99993
predicted_log_titer[29]	0.00341	0.00241	6310.3902	3071.24757	1.00064
predicted_log_titer[30]	0.06871	0.04905	1379.59354	1940.03979	1.00182
predicted_log_titer[31]	0.06878	0.04865	1337.4961	2172.8803	1.00129
predicted_log_titer[32]	0.07134	0.05062	1257.72652	2186.50108	1.00119
predicted_log_titer[33]	0.11048	0.07814	1187.07292	1977.38006	1.00231
predicted_log_titer[34]	0.11069	0.07829	1162.48612	1822.41036	1.00161
predicted_log_titer[35]	0.1117	0.079	1189.12488	1973.70065	1.00203
