max_rhat_param	max_rhat	min_ess_bulk_param	min_ess_bulk	min_ess_tail_param	min_ess_tail
log_titer_intercept_loc[0]	1.00573	log_titer_intercept_loc[0]	817.37221	log_titer_intercept_loc[0]	1301.23733
