max_rhat_param	max_rhat	min_ess_bulk_param	min_ess_bulk	min_ess_tail_param	min_ess_tail
log_titer_intercept_decentered[18]	1.00508	log_titer_intercept_loc[0]	2768.61161	log_titer_intercept_decentered[18]	2486.83477
