	mcse_mean	mcse_sd	ess_bulk	ess_tail	r_hat
initial_log_titer[26]	0.00727	0.00517	2860.99545	2841.44618	1.00148
initial_log_titer[27]	0.0054	0.00382	3185.15956	2775.78616	1.00075
initial_log_titer[28]	0.00508	0.0036	3035.61403	3222.4744	1.00105
initial_log_titer[29]	0.00541	0.00382	2897.38311	2749.44503	1.00116
initial_log_titer[30]	0.00725	0.00514	2861.79252	2523.13516	1.00082
initial_log_titer[31]	0.0073	0.00518	2803.65187	3160.63722	1.00125
initial_log_titer[32]	0.00749	0.0053	2684.91758	3214.77932	1.00086
initial_log_titer[33]	0.00734	0.0052	2837.67778	3064.02556	1.00094
initial_log_titer[34]	0.00707	0.005	2940.41104	2514.16749	1.00092
initial_log_titer[35]	0.00686	0.00485	3306.15386	2800.52497	1.00203
log_halflife[0]	0.00165	0.00117	1840.29493	2134.43246	1.0026
log_titer[0]	0.00396	0.0028	4602.47061	2634.63133	1.00126
log_titer[1]	0.00371	0.00262	5011.17716	2827.9237	0.99988
log_titer[2]	0.00401	0.00293	5168.27698	3576.03702	1.00054
log_titer[3]	0.05549	0.03924	1904.62458	2131.98971	1.00262
log_titer[4]	0.05572	0.03941	1880.91732	2064.58147	1.00235
log_titer[5]	0.05518	0.03903	1899.40455	2488.26557	1.0024
log_titer[6]	0.08573	0.06063	1868.47544	2094.67624	1.00262
log_titer[7]	0.08601	0.06083	1868.47472	2058.66239	1.00247
log_titer[8]	0.08594	0.06078	1876.66654	2120.5206	1.0026
log_titer[9]	0.00261	0.00184	5497.78892	3252.04078	1.00068
log_titer[10]	0.00224	0.00158	6447.19506	3470.82835	1.00043
log_titer[11]	0.00255	0.0018	5260.56949	3178.42064	1.00087
log_titer[12]	0.00306	0.00216	5812.61632	2982.80992	1.00047
log_titer[13]	0.00281	0.00198	5792.23651	3444.65262	1.00079
log_titer[14]	0.00259	0.00183	7131.64201	3332.1251	0.99955
log_titer[15]	0.11657	0.08244	1849.93613	2121.0479	1.00255
log_titer[16]	0.11616	0.08215	1863.31002	2232.51876	1.00262
log_titer[17]	0.11585	0.08193	1868.5712	2167.96082	1.00257
log_titer[18]	0.00838	0.00595	2806.91407	2829.32034	1.00186
log_titer[19]	0.00803	0.00576	2921.51785	3032.30147	1.00155
log_titer[20]	0.00886	0.00627	2551.72409	3136.84195	1.0012
log_titer[21]	0.17718	0.12531	1848.45644	2131.42109	1.00265
log_titer[22]	0.17704	0.1252	1853.31428	2232.08735	1.00257
log_titer[23]	0.1771	0.12525	1851.25338	2141.20725	1.0025
log_titer[24]	0.01383	0.00978	2262.16658	2585.07883	1.00224
log_titer[25]	0.01379	0.00975	2184.97586	2352.00168	1.00065
log_titer[26]	0.01381	0.00976	2272.49226	2414.87864	1.00112
log_titer[27]	0.00323	0.00229	5632.75288	2981.93573	1.00105
log_titer[28]	0.00263	0.00186	6094.21789	3644.81902	1.00136
log_titer[29]	0.00317	0.00224	4956.67359	3087.76096	1.00006
log_titer[30]	0.02557	0.01808	1974.58825	2338.05736	1.00236
log_titer[31]	0.02582	0.01826	1948.59069	2326.62777	1.00206
log_titer[32]	0.02524	0.01785	2015.023	2542.04032	1.00229
log_titer[33]	0.04039	0.02856	1933.34165	2181.31622	1.00223
log_titer[34]	0.04066	0.02875	1889.11758	2180.6493	1.00234
log_titer[35]	0.04067	0.02876	1900.19821	2179.82885	1.00265
log_titer_intercept[0]	0.0083	0.00587	1946.48103	2270.94542	1.00205
log_titer_intercept[1]	0.0082	0.0058	2041.62037	2774.26358	1.00158
log_titer_intercept[2]	0.00837	0.00592	2036.8453	2674.01658	1.00109
log_titer_intercept[3]	0.00765	0.00543	2584.24645	2979.88734	0.99998
log_titer_intercept[4]	0.00734	0.00519	2824.17842	2905.09849	1.00103
log_titer_intercept[5]	0.00755	0.00534	2741.95967	2562.62162	1.00144
log_titer_intercept[6]	0.0075	0.0053	2658.77751	2632.05078	1.00046
log_titer_intercept[7]	0.00702	0.00497	3033.42507	3062.07864	1.00109
log_titer_intercept[8]	0.00726	0.00513	2683.14474	2561.72001	1.00064
log_titer_intercept[9]	0.00676	0.00479	2072.26069	2589.74727	1.00165
log_titer_intercept[10]	0.00661	0.00468	2282.25593	2422.92388	1.00099
log_titer_intercept[11]	0.00642	0.00454	2262.26453	2525.16389	1.00116
log_titer_intercept[12]	0.00415	0.00293	4212.50357	2825.52933	1.00123
log_titer_intercept[13]	0.00403	0.00285	3884.51075	2831.08236	1.00116
log_titer_intercept[14]	0.00384	0.00272	4496.13399	3116.9581	0.99995
log_titer_intercept[15]	0.00679	0.0048	3211.64161	2966.81681	1.00472
log_titer_intercept[16]	0.00736	0.0052	2801.49557	2686.06633	0.9999
log_titer_intercept[17]	0.00788	0.00557	2424.9591	2966.67781	1.00081
log_titer_intercept[18]	0.00757	0.00535	2736.52161	2767.19678	1.00109
log_titer_intercept[19]	0.00727	0.00514	2868.84482	2813.26309	1.00098
log_titer_intercept[20]	0.00679	0.0048	3214.41713	3015.74236	1.00004
log_titer_intercept[21]	0.00716	0.00507	2884.99272	2852.46319	1.00063
log_titer_intercept[22]	0.00693	0.00492	3168.85428	3046.02864	1.0008
log_titer_intercept[23]	0.00731	0.00521	2785.23294	2880.80631	1.00164
log_titer_intercept[24]	0.0076	0.00538	2570.02328	2613.2309	1.00095
log_titer_intercept[25]	0.00714	0.00505	2978.28422	3169.93776	1.00264
log_titer_intercept[26]	0.00727	0.00517	2860.99545	2841.44618	1.00148
log_titer_intercept[27]	0.0054	0.00382	3185.15956	2775.78616	1.00075
log_titer_intercept[28]	0.00508	0.0036	3035.61403	3222.4744	1.00105
log_titer_intercept[29]	0.00541	0.00382	2897.38311	2749.44503	1.00116
log_titer_intercept[30]	0.00725	0.00514	2861.79252	2523.13516	1.00082
log_titer_intercept[31]	0.0073	0.00518	2803.65187	3160.63722	1.00125
log_titer_intercept[32]	0.00749	0.0053	2684.91758	3214.77932	1.00086
log_titer_intercept[33]	0.00734	0.0052	2837.67778	3064.02556	1.00094
log_titer_intercept[34]	0.00707	0.005	2940.41104	2514.16749	1.00092
log_titer_intercept[35]	0.00686	0.00485	3306.15386	2800.52497	1.00203
log_titer_intercept_decentered[0]	0.01353	0.01186	3616.93834	2761.26311	1.00057
log_titer_intercept_decentered[1]	0.01397	0.01016	3311.38314	2819.63708	1.00092
log_titer_intercept_decentered[2]	0.01283	0.01051	4346.30498	3271.10856	1.00063
log_titer_intercept_decentered[3]	0.01389	0.01659	5354.26768	3073.88052	0.99991
log_titer_intercept_decentered[4]	0.01442	0.01621	4921.33192	2872.48489	0.99979
log_titer_intercept_decentered[5]	0.01411	0.01667	5048.47946	2897.17324	1.00126
log_titer_intercept_decentered[6]	0.01408	0.0153	4920.76438	3084.74096	1.00143
log_titer_intercept_decentered[7]	0.01361	0.01635	5545.69938	2965.45462	1.00048
log_titer_intercept_decentered[8]	0.01406	0.01589	4972.07118	3227.7075	1.00105
log_titer_intercept_decentered[9]	0.01002	0.00772	4421.32978	3138.30691	1.00031
log_titer_intercept_decentered[10]	0.0109	0.00771	3448.87828	3051.64558	1.00011
log_titer_intercept_decentered[11]	0.01007	0.00757	4009.59875	3205.51643	1.0005
log_titer_intercept_decentered[12]	0.01318	0.00979	3307.14518	2990.53921	1.00122
log_titer_intercept_decentered[13]	0.01261	0.01032	3349.04226	3075.16108	1.00078
log_titer_intercept_decentered[14]	0.01186	0.01055	3776.365	2966.85072	1.00063
log_titer_intercept_decentered[15]	0.01325	0.01648	5684.25999	3023.28933	1.00262
log_titer_intercept_decentered[16]	0.0143	0.01847	5120.7778	2774.38097	1.00224
log_titer_intercept_decentered[17]	0.01393	0.01497	5038.18786	2998.53602	1.00008
log_titer_intercept_decentered[18]	0.01497	0.01598	4631.76203	2553.15425	1.00124
log_titer_intercept_decentered[19]	0.01369	0.01541	5080.78265	3063.23163	1.00025
log_titer_intercept_decentered[20]	0.01457	0.01542	4694.58078	3188.35983	0.99967
log_titer_intercept_decentered[21]	0.01369	0.01686	5438.09319	3158.13844	1.00165
log_titer_intercept_decentered[22]	0.0141	0.01932	5253.84054	3178.76188	1.00231
log_titer_intercept_decentered[23]	0.01458	0.01584	4789.99383	2902.17597	0.99977
log_titer_intercept_decentered[24]	0.01428	0.01567	4971.54465	3161.67373	0.99972
log_titer_intercept_decentered[25]	0.01438	0.01515	4830.486	3373.1548	1.00065
log_titer_intercept_decentered[26]	0.01417	0.01648	5149.62514	3052.59878	0.99975
log_titer_intercept_decentered[27]	0.01096	0.00794	4841.8857	2778.55311	1.00295
log_titer_intercept_decentered[28]	0.0106	0.01065	4524.60526	3276.2712	1.0005
log_titer_intercept_decentered[29]	0.01176	0.00832	3868.79853	2853.33529	1.00041
log_titer_intercept_decentered[30]	0.01396	0.01537	5163.93712	3172.03552	0.99973
log_titer_intercept_decentered[31]	0.01451	0.01677	4832.41671	3057.21115	1.00027
log_titer_intercept_decentered[32]	0.0139	0.01522	5016.81673	3202.04393	0.99993
log_titer_intercept_decentered[33]	0.01309	0.01598	6052.1914	3054.06496	1.00077
log_titer_intercept_decentered[34]	0.0143	0.0154	4741.80441	2996.34709	0.99967
log_titer_intercept_decentered[35]	0.01332	0.01708	5842.97717	3220.84908	1.00043
log_titer_intercept_loc[0]	0.00583	0.00412	1729.58439	2067.4504	1.00239
log_titer_intercept_scale[0]	0.00049	0.00034	4003.62395	3093.64038	1.00061
predicted_log_titer[0]	0.00396	0.0028	4602.47061	2634.63133	1.00126
predicted_log_titer[1]	0.00371	0.00262	5011.17716	2827.9237	0.99988
predicted_log_titer[2]	0.00401	0.00293	5168.27698	3576.03702	1.00054
predicted_log_titer[3]	0.05549	0.03924	1904.62458	2131.98971	1.00262
predicted_log_titer[4]	0.05572	0.03941	1880.91732	2064.58147	1.00235
predicted_log_titer[5]	0.05518	0.03903	1899.40455	2488.26557	1.0024
predicted_log_titer[6]	0.08573	0.06063	1868.47544	2094.67624	1.00262
predicted_log_titer[7]	0.08601	0.06083	1868.47472	2058.66239	1.00247
predicted_log_titer[8]	0.08594	0.06078	1876.66654	2120.5206	1.0026
predicted_log_titer[9]	0.00261	0.00184	5497.78892	3252.04078	1.00068
predicted_log_titer[10]	0.00224	0.00158	6447.19506	3470.82835	1.00043
predicted_log_titer[11]	0.00255	0.0018	5260.56949	3178.42064	1.00087
predicted_log_titer[12]	0.00306	0.00216	5812.61632	2982.80992	1.00047
predicted_log_titer[13]	0.00281	0.00198	5792.23651	3444.65262	1.00079
predicted_log_titer[14]	0.00259	0.00183	7131.64201	3332.1251	0.99955
predicted_log_titer[15]	0.11657	0.08244	1849.93613	2121.0479	1.00255
predicted_log_titer[16]	0.11616	0.08215	1863.31002	2232.51876	1.00262
predicted_log_titer[17]	0.11585	0.08193	1868.5712	2167.96082	1.00257
predicted_log_titer[18]	0.00838	0.00595	2806.91407	2829.32034	1.00186
predicted_log_titer[19]	0.00803	0.00576	2921.51785	3032.30147	1.00155
predicted_log_titer[20]	0.00886	0.00627	2551.72409	3136.84195	1.0012
predicted_log_titer[21]	0.17718	0.12531	1848.45644	2131.42109	1.00265
predicted_log_titer[22]	0.17704	0.1252	1853.31428	2232.08735	1.00257
predicted_log_titer[23]	0.1771	0.12525	1851.25338	2141.20725	1.0025
predicted_log_titer[24]	0.01383	0.00978	2262.16658	2585.07883	1.00224
predicted_log_titer[25]	0.01379	0.00975	2184.97586	2352.00168	1.00065
predicted_log_titer[26]	0.01381	0.00976	2272.49226	2414.87864	1.00112
predicted_log_titer[27]	0.00323	0.00229	5632.75288	2981.93573	1.00105
predicted_log_titer[28]	0.00263	0.00186	6094.21789	3644.81902	1.00136
predicted_log_titer[29]	0.00317	0.00224	4956.67359	3087.76096	1.00006
predicted_log_titer[30]	0.02557	0.01808	1974.58825	2338.05736	1.00236
predicted_log_titer[31]	0.02582	0.01826	1948.59069	2326.62777	1.00206
predicted_log_titer[32]	0.02524	0.01785	2015.023	2542.04032	1.00229
predicted_log_titer[33]	0.04039	0.02856	1933.34165	2181.31622	1.00223
predicted_log_titer[34]	0.04066	0.02875	1889.11758	2180.6493	1.00234
predicted_log_titer[35]	0.04067	0.02876	1900.19821	2179.82885	1.00265
