	mcse_mean	mcse_sd	ess_bulk	ess_tail	r_hat
log_titer[20]	0.00723	0.00519	4068.03943	3288.43748	1.00003
log_titer[21]	0.15176	0.10732	2882.00512	2894.95974	1.00033
log_titer[22]	0.15204	0.10752	2861.31822	3033.93317	1.00025
log_titer[23]	0.15168	0.10727	2877.51304	3074.84123	1.00029
log_titer[24]	0.01176	0.00836	3442.53597	3397.03287	1.00004
log_titer[25]	0.01186	0.00839	3321.54564	3303.80502	1.00056
log_titer[26]	0.01252	0.00885	3019.99137	3363.17061	1.00012
log_titer[27]	0.00323	0.00228	5696.62364	3184.42258	1.0014
log_titer[28]	0.0028	0.00198	5613.78578	3226.43424	1.00088
log_titer[29]	0.00323	0.00229	4979.52062	2772.80952	1.00121
log_titer[30]	0.02209	0.01563	3026.03724	3159.34591	1.00035
log_titer[31]	0.02233	0.01579	2921.64622	3058.11454	1.00036
log_titer[32]	0.02193	0.01551	3013.78216	3058.9589	1.00058
log_titer[33]	0.03506	0.02479	2899.08459	3114.05096	1.00043
log_titer[34]	0.03506	0.0248	2893.00624	3171.80562	1.00017
log_titer[35]	0.03471	0.02455	2916.62832	2958.75209	0.99975
log_titer_intercept[0]	0.00686	0.00485	3051.65441	2709.72635	0.99972
log_titer_intercept[1]	0.00717	0.00507	2951.28763	3007.41157	1.00001
log_titer_intercept[2]	0.00691	0.00489	3166.8574	3016.22556	1.00126
log_titer_intercept[3]	0.00619	0.00438	3934.06044	3213.64399	1.00052
log_titer_intercept[4]	0.00631	0.00448	4001.16848	3448.07827	1.00028
log_titer_intercept[5]	0.00596	0.00422	4483.99641	3310.28849	0.99979
log_titer_intercept[6]	0.00634	0.00448	4009.57238	3213.97919	1.00127
log_titer_intercept[7]	0.00612	0.00433	4106.17472	3236.92986	1.00052
log_titer_intercept[8]	0.00679	0.0048	3448.34969	2886.27111	1.00137
log_titer_intercept[9]	0.00563	0.00398	3328.42621	2905.23467	1.00015
log_titer_intercept[10]	0.00564	0.00399	3289.81677	3344.02365	1.00149
log_titer_intercept[11]	0.00546	0.00387	3552.34997	2967.71202	1.00067
log_titer_intercept[12]	0.00389	0.00275	4711.89658	3501.32825	0.99983
log_titer_intercept[13]	0.00358	0.00254	5072.14351	3025.75577	1.00102
log_titer_intercept[14]	0.00381	0.0027	4596.94903	3381.1303	1.00099
log_titer_intercept[15]	0.00619	0.00438	4042.8969	2981.23989	1.00203
log_titer_intercept[16]	0.0066	0.00467	3609.70055	3408.48416	1.00155
log_titer_intercept[17]	0.00651	0.0046	3775.54882	3193.6912	0.99965
log_titer_intercept[18]	0.00633	0.00448	4143.992	2549.6301	1.00374
log_titer_intercept[19]	0.00633	0.00448	3897.26158	2861.20571	1.00011
log_titer_intercept[20]	0.00606	0.00429	4317.82628	3277.42047	0.99945
log_titer_intercept[21]	0.00626	0.00443	4121.35527	3087.08844	1.00003
log_titer_intercept[22]	0.00629	0.00445	4074.3483	2791.63594	1.00086
log_titer_intercept[23]	0.00654	0.00463	3719.14358	2835.54357	1.00052
log_titer_intercept[24]	0.00628	0.00444	3992.6483	3116.08765	0.9994
log_titer_intercept[25]	0.00642	0.00454	3892.30643	3437.38825	0.99995
log_titer_intercept[26]	0.00607	0.00432	4325.29551	3099.22004	0.99998
log_titer_intercept[27]	0.00487	0.00344	4254.39507	3263.64264	1.00106
log_titer_intercept[28]	0.00477	0.00339	3826.06322	3068.3474	1.00076
log_titer_intercept[29]	0.00497	0.00351	3804.04233	3110.71222	1.0006
log_titer_intercept[30]	0.00631	0.00446	4096.38536	2847.44367	1.00122
log_titer_intercept[31]	0.00619	0.00438	4055.328	3110.26165	1.00023
log_titer_intercept[32]	0.00669	0.00473	3530.79695	2799.81692	0.99974
log_titer_intercept[33]	0.00621	0.0044	4331.85288	3217.76292	1.00027
log_titer_intercept[34]	0.00615	0.00437	4092.71114	3049.80585	1.00179
log_titer_intercept[35]	0.0064	0.00453	4095.25651	2858.06295	1.00097
log_titer_intercept_decentered[0]	0.01185	0.012	4699.6837	2764.16906	1.00065
log_titer_intercept_decentered[1]	0.01192	0.00858	4498.84649	3132.86348	0.99974
log_titer_intercept_decentered[2]	0.01303	0.01212	4422.95156	2740.00085	1.00159
log_titer_intercept_decentered[3]	0.01189	0.01613	6618.3317	3253.96944	1.00051
log_titer_intercept_decentered[4]	0.01256	0.01636	6193.54306	3249.66763	1.00027
log_titer_intercept_decentered[5]	0.01305	0.01738	6083.91917	3106.34259	1.00069
log_titer_intercept_decentered[6]	0.01216	0.01631	6523.76819	3070.70479	1.0014
log_titer_intercept_decentered[7]	0.01191	0.01627	6818.90126	3208.27269	1.00155
log_titer_intercept_decentered[8]	0.01357	0.01823	5398.81048	2764.6829	0.99995
log_titer_intercept_decentered[9]	0.00915	0.00743	5332.55779	3046.87235	1.00074
log_titer_intercept_decentered[10]	0.00937	0.00671	4462.54627	3035.97646	1.0
log_titer_intercept_decentered[11]	0.00947	0.0071	5036.86296	3044.25307	1.00061
log_titer_intercept_decentered[12]	0.01113	0.00944	4681.08158	3125.51386	1.0006
log_titer_intercept_decentered[13]	0.01123	0.01079	4422.97667	3417.93216	1.00004
log_titer_intercept_decentered[14]	0.01081	0.0111	4669.81382	3305.69169	1.00043
log_titer_intercept_decentered[15]	0.01288	0.01749	6014.54656	2808.24959	1.00309
log_titer_intercept_decentered[16]	0.01368	0.01778	5447.65826	2987.01786	1.00277
log_titer_intercept_decentered[17]	0.0129	0.01668	5862.61473	2743.21946	1.00101
log_titer_intercept_decentered[18]	0.01316	0.01713	5967.97933	2486.83477	1.00508
log_titer_intercept_decentered[19]	0.01289	0.01677	5681.79292	2533.30718	1.00047
log_titer_intercept_decentered[20]	0.01225	0.01613	6549.06791	3361.05625	1.00091
log_titer_intercept_decentered[21]	0.01261	0.01762	6511.0398	3214.66578	0.99987
log_titer_intercept_decentered[22]	0.01324	0.01903	5762.54457	2786.6146	1.00213
log_titer_intercept_decentered[23]	0.0126	0.01692	6286.81535	3000.68261	1.00035
log_titer_intercept_decentered[24]	0.01232	0.01669	6709.77962	3082.544	0.99983
log_titer_intercept_decentered[25]	0.01266	0.01926	6388.64916	2579.60421	1.00026
log_titer_intercept_decentered[26]	0.01282	0.01762	6138.13834	3120.69263	1.00188
log_titer_intercept_decentered[27]	0.01006	0.00741	5794.92562	3101.56496	1.0016
log_titer_intercept_decentered[28]	0.01004	0.01069	5232.7557	3106.76654	1.00063
log_titer_intercept_decentered[29]	0.00984	0.00738	5555.00877	3216.26941	1.0005
log_titer_intercept_decentered[30]	0.0129	0.01809	6203.76289	3015.56652	1.00034
log_titer_intercept_decentered[31]	0.0132	0.01769	5901.32774	2780.63235	1.00144
log_titer_intercept_decentered[32]	0.0134	0.01644	5650.20993	2939.65084	1.00005
log_titer_intercept_decentered[33]	0.01321	0.01724	6297.01526	3168.80367	1.00099
log_titer_intercept_decentered[34]	0.01296	0.0173	5788.55963	2831.47585	1.00176
log_titer_intercept_decentered[35]	0.01276	0.01758	6340.22693	3093.78957	1.00112
log_titer_intercept_loc[0]	0.00496	0.0035	2768.61161	2632.35444	1.00056
log_titer_intercept_scale[0]	0.00044	0.00031	4814.4819	2894.19952	1.00118
predicted_log_titer[0]	0.00372	0.00263	5461.27819	3093.56271	1.00197
predicted_log_titer[1]	0.00368	0.0026	4999.56859	3066.52726	1.00012
predicted_log_titer[2]	0.0045	0.00318	4522.94556	3126.5213	1.0005
predicted_log_titer[3]	0.04758	0.03365	2941.29173	2765.02967	1.00067
predicted_log_titer[4]	0.04772	0.03375	2872.89806	2634.2648	1.00023
predicted_log_titer[5]	0.04817	0.03407	2874.2118	2885.96566	1.00026
predicted_log_titer[6]	0.07375	0.05215	2874.35196	2884.40802	1.0003
predicted_log_titer[7]	0.07385	0.05223	2887.62152	2929.32937	1.00038
predicted_log_titer[8]	0.07341	0.05191	2911.64205	2907.89214	1.00064
predicted_log_titer[9]	0.00259	0.00183	5490.76933	3086.23847	1.00051
predicted_log_titer[10]	0.00242	0.00171	5242.0385	3364.57808	1.00088
predicted_log_titer[11]	0.00256	0.00181	5609.24331	3182.30167	1.00053
predicted_log_titer[12]	0.00293	0.00207	5951.68338	3197.93291	0.99975
predicted_log_titer[13]	0.00273	0.00193	6074.66689	3179.88713	1.00106
predicted_log_titer[14]	0.00282	0.00199	5789.73066	3299.0605	1.0004
predicted_log_titer[15]	0.09991	0.07066	2876.02911	3057.60593	1.00028
predicted_log_titer[16]	0.09959	0.07043	2888.90468	2982.86483	1.00007
predicted_log_titer[17]	0.09954	0.0704	2892.52417	3084.21352	1.00018
predicted_log_titer[18]	0.00753	0.00547	3736.92876	3181.92979	1.00145
predicted_log_titer[19]	0.00732	0.00525	3770.02486	3116.2586	1.00009
predicted_log_titer[20]	0.00723	0.00519	4068.03943	3288.43748	1.00003
predicted_log_titer[21]	0.15176	0.10732	2882.00512	2894.95974	1.00033
predicted_log_titer[22]	0.15204	0.10752	2861.31822	3033.93317	1.00025
predicted_log_titer[23]	0.15168	0.10727	2877.51304	3074.84123	1.00029
predicted_log_titer[24]	0.01176	0.00836	3442.53597	3397.03287	1.00004
predicted_log_titer[25]	0.01186	0.00839	3321.54564	3303.80502	1.00056
predicted_log_titer[26]	0.01252	0.00885	3019.99137	3363.17061	1.00012
predicted_log_titer[27]	0.00323	0.00228	5696.62364	3184.42258	1.0014
predicted_log_titer[28]	0.0028	0.00198	5613.78578	3226.43424	1.00088
predicted_log_titer[29]	0.00323	0.00229	4979.52062	2772.80952	1.00121
predicted_log_titer[30]	0.02209	0.01563	3026.03724	3159.34591	1.00035
predicted_log_titer[31]	0.02233	0.01579	2921.64622	3058.11454	1.00036
predicted_log_titer[32]	0.02193	0.01551	3013.78216	3058.9589	1.00058
predicted_log_titer[33]	0.03506	0.02479	2899.08459	3114.05096	1.00043
predicted_log_titer[34]	0.03506	0.0248	2893.00624	3171.80562	1.00017
predicted_log_titer[35]	0.03471	0.02455	2916.62832	2958.75209	0.99975
