max_rhat_param	max_rhat	min_ess_bulk_param	min_ess_bulk	min_ess_tail_param	min_ess_tail
log_titer_intercept_loc[0]	1.00603	log_titer_intercept_loc[0]	772.76404	predicted_log_titer[16]	1329.29588
