max_rhat_param	max_rhat	min_ess_bulk_param	min_ess_bulk	min_ess_tail_param	min_ess_tail
initial_log_titer[15]	1.00472	log_titer_intercept_loc[0]	1729.58439	predicted_log_titer[7]	2058.66239
